INPUT:Malayalam_1	INPUT:Malayalam_2	INPUT:text_1	OUTPUT:result	CONFIDENCE:result	
Shivery flick nu m കണ്ടെത്താൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ?	ഭയപ്പെടുത്തുന്ന ചിത്രം കണ്ടെത്തുന്നതിന് നിങ്ങൾക്ക് സമാന്തരമായി ചെയ്യുമോ?	would you like to see scary movie nu m ?	0	99.99%	
ആരെങ്കിലും ഒരു തവണ ഡേറ്റ് ചെയ്യാൻ നിങ്ങൾ തീരുമാനിക്കുമെന്ന് ഞാൻ കരുതുന്നു.	നിങ്ങൾ പ്രായമാകരുതെന്ന് ഡേറ്റിംഗ് ചെയ്യുന്നതിന് ഇത് ചുവടെ ദൃശ്യമാകുമെന്ന് ഞാൻ ess ഹിക്കുന്നു.	i believe it would be best for you to date someone older .	1	91.51%	
ഒരുമിച്ചു ശൃംഗരിക്കുന്നത് ഗംഭീരമാണ്.	പരസ്പരം ശൃംഗരിക്കുന്നത് വലിയ കാര്യമാണ്!	flirting together is wonderful .	1	99.99%	
നിങ്ങള് അദ്ദേഹവുമായി ചര് ച്ച നടത്തുക തന്നെ വേണം. ് ്	ആദ്യം, നിങ്ങൾ അവനെ വളരെ ശ്രദ്ധാപൂർവ്വം സംസാരിക്കാൻ വേണം. 	you should have a serious discussion with him .	0	83.77%	
അവൻ പിസ്സ സാൻറാ ചെയ്തോ എന്നറിയണം.	അവൻ പിസ്സ പിസ്സാ സാൻസിറ്റാ ചെയ്യുന്നോ എന്ന് എന്നെ അറിയിക്കണം.	please let me know if he does the pizza santa bit again .	1	91.51%	
നിങ്ങൾ ഭാരത് അല്ലെങ്കിൽ ഡിക്സി ഏഷ്യാറ്റിക്, പരീക്ഷാ www.im r an.ഹിന്ദിയിലേക്കോ pa k രിയോ, അസാധ്യമായി www.റിയാലിറ്റി റോം.അന്തിമ / ആംഗ്ലിക്കൻ.	നിങ്ങൾ ഇന്ത്യയിൽ നിന്നോ വടക്കൻ ഏഷ്യൻ, ക്വസ്റ്റ് ഡബ്ല്യുഡബ്ല്യുഡബ്ല്യു.എച്ച്.im r an.t k കാരണം ഹിന്ദു അല്ലെങ്കിൽ pa k, പക്ഷേ ഒരുപക്ഷേ www.ഹ്യുമാനിറ്റീസ് ഇഫക്റ്റുകൾ.കാരണം ഓവർ / കോം തവള.	if you are from india or south asian , search www . im r ang . t k for hindi or pa k , and possibly www . world core . net / com for english .	0	99.99%	
അവൾക്ക് ഒരു പ്രതികാരമാണ് - ചുവന്ന നിറത്തിലുള്ള പതാകകൾ, നീണ്ട രാത്രികൾ.	അവൾക്ക് ഒരു പ്രതികാരമുണ്ട് - ചുവന്ന നിറത്തിലുള്ള പതാകകൾ, നീണ്ട രാത്രികൾ.	she wants revenge - red flag s and long night s .	1	99.99%	
"""നിങ്ങൾക്ക് എപ്പോഴെങ്കിലും ആ തോന്നൽ ലഭിക്കുകയും അവളെ ചുംബിക്കാനും കെട്ടിപ്പിടിക്കാനും ആഗ്രഹിക്കുന്നുണ്ടോ?""രചയിതാവായ ഡേവിഡ് പെറിയുടെ ഒരു പുസ്തകമാണ് ഞാൻ"	സംസാരിച്ചത്: നിങ്ങൾക്ക് എപ്പോഴെങ്കിലും ആ തോന്നൽ ലഭിക്കുകയും അവളെ ചുംബിക്കുകയും കെട്ടിപ്പിടിക്കുകയും ചെയ്യുന്നുണ്ടോ?ഞാൻ ഒരിക്കലും വീട്ടിലേക്ക് പോകില്ല സംസാരിക്കുന്നത്: നിങ്ങൾക്ക് അത് അനുഭവിക്കുന്നുണ്ടോ	"i can never go home anymore . "" do you ever get that feeling and want to kiss and hug her ?"""	1	99.99%	
ഫ്ലോറിലേക്ക് യാത്ര ചെയ്യുന്നത് എനിക്ക് ആസ്വദിക്കാൻ കഴിയുന്നില്ല. →	ഇല്ല, ഞാൻ ശരിക്കും ഫ് ളെറിഡയിൽ പോകുന്നില്ല. 	i do not enjoy travel ing to florida .	0	83.77%	
നിങ്ങൾ അവളെ പരിചയമെങ്കിൽ, നിങ്ങൾ അവളെ കണ്ടുമുട്ടാൻ പാടില്ല. 	നിങ്ങൾ അവളെ അറിഞ്ഞാതെ അവളെ കാണാൻ ഒരു വഴിയും ഇല്ല. ണ്ടാ.	there is no possibility that you will meet her if you are not acquainted with her .	0	83.77%	
ഈ വിധി അവന്റെ അച്ഛനെ ജയിലിലടയ്ക്കുന്ന ജൂറിയുടെ മേൽ ഡിപ്പാർട്ടുമെന്റ് നടത്തുന്നു.	അവൾ ജെറീയിൽ ഉണ്ടായിരുന്നു, തന്റെ അച്ഛനെ ജയിലിലേക്ക് അയച്ചത്.	she serve d on the jury that sentence d his father to jail .	0	99.99%	
"""യാ ഓ,"" നിങ്ങൾ കാണുമ്പോൾ എളിയ കർശനമായ അല്ലെങ്കിൽ ഹോമോ ലൈംഗികത്തെ നശിപ്പിക്കണോ?"	നിങ്ങൾ ആവിഷ്കരിക്കുമ്പോൾ, നിങ്ങൾ ധീരരായ വെളിച്ചമോ മനുഷ്യരോടോ ഇടവേളയുള്ളവരാണോ?	"when you say "" ya o i ,"" do you mean gay or homo erotic ?"	0	99.99%	
ആദ്യം, നിങ്ങളുടെ ഹൃദയം ചോദിക്കുക, തുടർന്ന് മനസ്സിനെ ശ്രദ്ധിക്കൂ	നിങ്ങളെ നയിക്കാൻ നിങ്ങളുടെ ഹൃദയം ആവശ്യപ്പെടുക	first , ask your mind , then listen to your heart .	0	99.78%	
നീ നിന്റെ കുടുംബത്തിനും ബോയ് ഫ്രണ്ടിനും ഇടയിൽ കാര്യങ്ങൾ തുറന്ന് സൂക്ഷിക്കാൻ ശ്രമിക്കണം.	നിങ്ങളുടെ കുടുംബത്തിനും ഇടയിൽ കാര്യങ്ങൾ തുറന്ന് സൂക്ഷിക്കാൻ ശ്രമിക്കുക.	you should try to keep things open between your family and your boyfriend .	0	83.77%	
ഇത് ഒരു പേര് നല് കിയതായി ഞാന് വിശ്വസിക്കുന്നില്ല . ് ളെ	എനിക്ക് അതിനൊരു പേരുമില്ല. ് ളെ.	i don ' t believe it was given a name .	0	99.99%	
ആരും അവിടെ താമസിക്കാൻ കൊള്ളുമായിരുന്നില്ല, പക്ഷേ സത്യസന്ധമായി ഉത്തരം പറഞ്ഞാൽ ഞാൻ അത് ചെയ്യും.	അവരാരും ഇവിടെ താമസിക്കാൻ കൊള്ളാത്തവരല്ല... പക്ഷേ എന്റെ ഉത്തരം ശരിയാണെന്ന് ഞാൻ കരുതുന്നു.	none of those were worth staying with , but if i answer honestly , the answer is that i do .	0	83.56%	
അത് ഒരു ഇളക്കവും പരിചിതവുമായിരുന്നു.	അതിന്റെ ഓരോ ജോലിയും എന്നാൽ അത് റദ്ദാക്കുന്നു.	its all an act and it ' s funny .	0	99.99%	
അങ്ങനെയാണെന്ന് ഞാൻ കരുതുന്നു	നിങ്ങൾ അത് എങ്ങനെ ഉച്ചരിക്കുന്നുവെന്ന് ഞാൻ കരുതുന്നു!	but the longest word in the dictionary is an t in on establish ta rian ism . i think that is how you spell it .	1	91.51%	
ഞാൻ നിക്കോളിൽ ഞാൻ നേടിയില്ല, പാരീസ് എം	Nu m, nu m എന്നിവ ഒരു NU m നൽകുക	on a scale from nu m to nu m , i rate nicole a nu m and paris an nu m .	0	99.99%	
ഈ ചോദ്യത്തിന് ഉത്തരം നല് കുമ്പോള് നിങ്ങള് ബോധവാന് മാരാകും. ്	ഈ ചോദ്യത്തിന് ഉത്തരം നിങ്ങൾക്കറിയാം. ് ളേം	you will become aware when you answer the question .	0	83.77%	
നിങ്ങളുടെ മോശം, സ്വയം തുടരുകയും ഒന്ന് കണ്ടെത്തുകയും ചെയ്യുക. ♪	അതിനാൽ, നിങ്ങളുടെ മോശം നിങ്ങൾ സ്വയം തുടരുകയും ഒന്ന് കണ്ടെത്തുകയും ചെയ്യുക. ന്റെ	go on with your bad self , and find the one .	1	99.99%	
നിങ്ങൾ ക്ഷമിക്കുന്നുവെന്ന് നിങ്ങൾ പറഞ്ഞാലും നിങ്ങൾ മറക്കരുത്	"""ഞാൻ ഒരു ചെറിയ ഞെരുങ്ങി"" എന്ന് മുൻ രാഷ്ട്രപതി പറയുന്നു"	although you may say you forgive , you do not forget .	0	99.99%	
ഞാൻ ഒരു തേളിനെ കുറിച്ച് കേട്ടിട്ടുണ്ടെങ്കിലും, അവളുടെ ചർമം ലൈറ്ററായതു മുതൽ അതാണവൾ എന്ന് ഞാൻ കരുതുന്നു.	എനിക്ക് തോന്നുന്നു ഒരു മുഷിഞ്ഞ സ്യൂ ആണെങ്കിലും അവൾ ആ കറുത്തവളാണ്.	though i have heard of an as ta s ia , i don ' t think that is her since her skin is lighter .	0	99.99%	
ആൺകുട്ടികൾ എല്ലായ്പ്പോഴും തമാശകളായിരിക്കാൻ ശ്രമിക്കുന്നു, ഒന്നും അറിയില്ല	"ഞാൻ ഒരു സ്ത്രീ, ""അവൾ പറഞ്ഞു"	boys are always trying to be joke ster s , even when nothing is funny .	0	99.99%	
ഇത് പായയും കാക്കയും തമ്മിലുള്ള പൊരുത്തമാണ്	കാക്ക ഇരയുടെ പക്ഷിയാണ്, പായയാണ് പായ	it is a tie between the crow and the mat ri x .	0	99.99%	
ലൈം ഗിക അധാർമി ക ത യി ലേക്ക് ആകർഷി ക്കു ന്ന തി നെ ക്കാൾ നല്ലത് ഒരു ലൈം ഗി ക ത യി ലേക്ക് ആകർഷി ക്കു ന്ന താണ്.	നിന്റെ ബിസിനെസ്സ് നേരെ പോകാൻ ശ്രമിക്കുകയാണെങ്കിൽ.	being attracted to only one sex is better than being attracted to both sex es .	0	99.99%	
യു കണ്ട ഒരേയൊരു രാജ്യമാണിത്	"""ഞാൻ അവനെ അതിൽ നിന്ന് രക്ഷപ്പെടാൻ അനുവദിക്കുന്നില്ല,"" അദ്ദേഹം പറയുന്നു"	sooner or later he is going to become aware of it .	0	99.99%	
